datapack,rc_service,rc_source,rc_from_name,label_disagreement,finished,p90_rank,p90_n_services,p90_rc_in_traces,mean_rank,mean_n_services,mean_rc_in_traces
ts5-ts-preserve-service-response-delay-wrbsmb,ts-preserve-service,ground_truth.service,ts-preserve-service-response,True,True,1.0,30,True,1.0,30,True
ts4-ts-route-plan-service-response-delay-vxcl8q,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,30,True,3.0,30,True
ts3-ts-order-service-stress-7cjz72,ts-order-service,ground_truth.service,ts-order-service,False,True,4.0,29,True,3.0,29,True
ts5-ts-ui-dashboard-response-delay-5lz6hf,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,9.0,30,True,3.0,30,True
ts5-ts-ui-dashboard-response-replace-code-dww7g8,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,5.0,30,True,12.0,30,True
ts4-ts-basic-service-request-delay-jshmsn,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,30,True,1.0,30,True
ts3-ts-travel-plan-service-request-delay-b8pn5w,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts5-ts-preserve-service-response-replace-code-b556ds,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,1.0,26,True,5.0,26,True
ts4-ts-station-service-stress-ptxm7f,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,30,True,1.0,30,True
ts3-ts-order-service-delay-9trpt4,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,28,True,1.0,28,True
ts3-ts-ui-dashboard-request-replace-method-vc7j6p,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,4.0,29,True,24.0,29,True
ts5-ts-travel-service-container-kill-5z764r,ts-travel-service,ground_truth.service,ts-travel-service-container,True,True,9.0,30,True,7.0,30,True
ts5-ts-ui-dashboard-corrupt-x6ghbz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,2.0,29,True,1.0,29,True
ts2-ts-seat-service-request-delay-jg97tv,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,29,True,1.0,29,True
ts4-ts-seat-service-request-replace-method-9wfmmb,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,4.0,28,True,1.0,28,True
ts4-ts-inside-payment-service-container-kill-dknqqj,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service-container,True,True,1.0,30,True,1.0,30,True
ts5-ts-preserve-service-container-kill-2pxkqk,ts-preserve-service,ground_truth.service,ts-preserve-service-container,True,True,13.0,30,True,24.0,30,True
ts3-ts-ui-dashboard-response-replace-code-fjll2p,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,30,True,14.0,30,True
ts2-ts-auth-service-partition-btjpnk,ts-auth-service,ground_truth.service,ts-auth-service,False,True,1.0,27,True,1.0,27,True
ts5-ts-ui-dashboard-response-replace-code-w4qsj2,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,7.0,30,True,18.0,30,True
ts5-ts-order-other-service-delay-bp64zk,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,8.0,29,True,8.0,29,True
ts4-ts-travel-plan-service-stress-9xmfzp,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,29,True,8.0,29,True
ts2-ts-travel2-service-request-replace-method-wtfhdf,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,27.0,28,True,27.0,28,True
ts5-ts-train-service-container-kill-cs7tst,ts-train-service,ground_truth.service,ts-train-service-container,True,True,2.0,29,True,15.0,29,True
ts5-ts-security-service-partition-j99898,ts-security-service,ground_truth.service,ts-security-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-contacts-service-corrupt-lznt6t,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,15.0,26,True,6.0,26,True
ts4-ts-ui-dashboard-loss-gvqmxw,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,4.0,29,True,2.0,29,True
ts5-ts-route-plan-service-response-delay-9xqhq2,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,30,True,1.0,30,True
ts5-ts-basic-service-partition-4wswsd,ts-basic-service,ground_truth.service,ts-basic-service,False,True,1.0,26,True,1.0,26,True
ts4-ts-assurance-service-partition-m4gbzn,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,24.0,24,True,24.0,24,True
ts3-ts-seat-service-request-delay-gqvn6s,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,29,True,1.0,29,True
ts4-ts-travel-plan-service-loss-ttgbmd,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,29.0,29,True,28.0,29,True
ts2-ts-ui-dashboard-response-delay-w85jx2,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,28,True,2.0,28,True
ts5-ts-travel-service-response-replace-code-s9lx4s,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,29.0,30,True,13.0,30,True
ts4-ts-security-service-response-replace-code-szv8qk,ts-security-service,ground_truth.service,ts-security-service-response-replace,True,True,21.0,26,True,1.0,26,True
ts2-ts-assurance-service-stress-rgts7d,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,1.0,30,True,1.0,30,True
ts5-ts-basic-service-stress-lc8kn6,ts-basic-service,ground_truth.service,ts-basic-service,False,True,2.0,30,True,4.0,30,True
ts4-ts-travel2-service-response-replace-body-c5mklh,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,30.0,30,True,23.0,30,True
ts5-ts-food-service-response-replace-code-bgr2hd,ts-food-service,ground_truth.service,ts-food-service-response-replace,True,True,22.0,26,True,3.0,26,True
ts4-ts-ui-dashboard-response-delay-fzgvbz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,30,True,7.0,30,True
ts4-ts-basic-service-request-replace-method-hpv2qg,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,3.0,30,True,10.0,30,True
ts5-ts-route-plan-service-container-kill-895mft,ts-route-plan-service,ground_truth.service,ts-route-plan-service-container,True,True,2.0,30,True,3.0,30,True
ts5-ts-travel-service-stress-8f8zdv,ts-travel-service,ground_truth.service,ts-travel-service,False,True,9.0,30,True,6.0,30,True
ts4-ts-travel-service-container-kill-nj44tb,ts-travel-service,ground_truth.service,ts-travel-service-container,True,True,25.0,30,True,6.0,30,True
ts4-ts-train-service-latency-5gvbsq,ts-train-service,ground_truth.service,ts-train-service,False,True,1.0,28,True,1.0,28,True
ts0-ts-ui-dashboard-request-replace-method-2lnwn5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,20.0,20,True,20.0,20,True
ts0-ts-basic-service-request-replace-method-gqn7nd,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,24.0,26,True,11.0,26,True
ts5-ts-travel-plan-service-request-delay-jr6cxh,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,1.0,26,True,1.0,26,True
ts0-ts-travel-plan-service-request-delay-lf5tnb,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts1-ts-ui-dashboard-partition-99sdlj,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,3.0,30,True,9.0,30,True
ts0-ts-seat-service-request-delay-wvvjgm,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,28,True,2.0,28,True
ts4-ts-auth-service-container-kill-ftmzlz,ts-auth-service,ground_truth.service,ts-auth-service-container,True,True,1.0,28,True,5.0,28,True
ts3-ts-travel-service-request-replace-method-dpcc9t,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,2.0,24,True,2.0,24,True
ts2-ts-preserve-service-request-replace-method-nsz4x4,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,20.0,26,True,8.0,26,True
ts2-ts-price-service-loss-ffld5s,ts-price-service,ground_truth.service,ts-price-service,False,True,1.0,28,True,1.0,28,True
ts0-ts-ui-dashboard-request-replace-method-7bx8qb,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,22.0,25,True,22.0,25,True
ts1-ts-travel-service-response-replace-code-w6jftp,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,28.0,28,True,28.0,28,True
ts1-ts-station-service-delay-hwcd55,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,28,True,1.0,28,True
ts2-ts-basic-service-response-replace-code-92j5cs,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,22.0,22,True,21.0,22,True
ts3-mysql-corrupt-4kplqx,mysql,ground_truth.service,,False,True,,30,False,,30,False
ts2-ts-route-plan-service-request-replace-method-dq56rf,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,1.0,29,True,1.0,29,True
ts2-ts-seat-service-response-delay-hxp6h6,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,29,True,1.0,29,True
ts1-ts-basic-service-request-replace-method-hz96t6,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,25.0,26,True,25.0,26,True
ts3-ts-payment-service-container-kill-mfnjvp,ts-payment-service,ground_truth.service,ts-payment-service-container,True,True,3.0,29,True,2.0,29,True
ts2-ts-basic-service-request-replace-method-v6gzn8,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,,25,False,,25,False
ts0-ts-security-service-response-replace-code-47m5nd,ts-security-service,ground_truth.service,ts-security-service-response-replace,True,True,21.0,26,True,4.0,26,True
ts1-ts-station-service-stress-jzbbjv,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,30,True,3.0,30,True
ts2-ts-consign-service-bandwidth-x9qdzm,ts-consign-service,ground_truth.service,ts-consign-service,False,True,30.0,30,True,30.0,30,True
ts0-ts-seat-service-response-delay-fjqtmh,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,29,True,1.0,29,True
ts2-ts-basic-service-container-kill-b5qhfc,ts-basic-service,ground_truth.service,ts-basic-service-container,True,True,7.0,30,True,14.0,30,True
ts1-ts-basic-service-response-replace-code-v225t5,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts3-ts-preserve-service-container-kill-k7k8g5,ts-preserve-service,ground_truth.service,ts-preserve-service-container,True,True,9.0,30,True,4.0,30,True
ts3-ts-basic-service-response-replace-code-zn4kzg,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,24.0,26,True
ts5-ts-travel2-service-partition-2zcnc7,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,10.0,29,True,27.0,29,True
ts2-mysql-bandwidth-68t494,mysql,ground_truth.service,,False,True,,21,False,,21,False
ts2-ts-ui-dashboard-response-replace-code-bzfxkt,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,7.0,30,True,13.0,30,True
ts1-ts-basic-service-response-delay-z966nn,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-config-service-stress-8nszx2,ts-config-service,ground_truth.service,ts-config-service,False,True,1.0,29,True,7.0,29,True
ts2-ts-basic-service-request-replace-method-vxrxt5,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,25.0,30,True,17.0,30,True
ts1-ts-basic-service-request-delay-4tqskz,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts2-ts-ui-dashboard-request-delay-v4hlx6,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,30,True,4.0,30,True
ts2-ts-basic-service-response-replace-code-plcrpl,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,29,True,25.0,29,True
ts1-ts-travel-service-response-replace-code-589p77,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,29.0,29,True,21.0,29,True
ts0-ts-ui-dashboard-response-delay-nqtssr,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,30,True,2.0,30,True
ts0-ts-ui-dashboard-response-replace-code-m8st7d,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,29,True,18.0,29,True
ts2-ts-basic-service-response-replace-code-kd7f9n,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts2-ts-assurance-service-stress-hb5xt4,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,2.0,30,True,1.0,30,True
ts2-ts-ui-dashboard-response-replace-code-ms2qf9,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,5.0,29,True,15.0,29,True
ts3-ts-station-food-service-stress-dlpsbq,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,3.0,30,True,2.0,30,True
ts3-ts-basic-service-stress-p545b4,ts-basic-service,ground_truth.service,ts-basic-service,False,True,2.0,29,True,9.0,29,True
ts0-ts-ui-dashboard-response-delay-n5c9hs,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,28,True,2.0,28,True
ts3-mysql-loss-442t5s,mysql,ground_truth.service,,False,True,,29,False,,29,False
ts2-ts-security-service-response-replace-code-kj8mxw,ts-security-service,ground_truth.service,ts-security-service-response-replace,True,True,26.0,26,True,5.0,26,True
ts1-ts-basic-service-request-replace-method-wnm8xl,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,24.0,28,True,25.0,28,True
ts3-ts-inside-payment-service-stress-xzpf96,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,3.0,30,True,1.0,30,True
ts2-ts-travel2-service-response-delay-mxrns5,ts-travel2-service,ground_truth.service,ts-travel2-service-response,True,True,1.0,29,True,1.0,29,True
ts4-ts-route-plan-service-partition-q4kz4v,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,2.0,29,True,8.0,29,True
ts2-ts-ui-dashboard-response-delay-f24lmd,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,28,True,3.0,28,True
ts1-ts-route-service-latency-vhk7dz,ts-route-service,ground_truth.service,ts-route-service,False,True,8.0,29,True,1.0,29,True
ts2-ts-travel2-service-response-replace-body-hbpngf,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,29.0,30,True,6.0,30,True
ts0-ts-basic-service-response-replace-code-lq4ncj,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts3-ts-contacts-service-stress-5cc6vb,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,1.0,30,True,1.0,30,True
ts1-ts-ui-dashboard-request-replace-method-ntbf6g,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,1.0,26,True,2.0,26,True
ts3-ts-station-food-service-stress-fbxf8b,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,2.0,29,True,2.0,29,True
ts2-ts-ui-dashboard-request-delay-kfx5xz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts3-ts-basic-service-response-replace-code-ws6vpb,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,,25,False,,25,False
ts2-ts-route-plan-service-response-replace-body-dghfbk,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,16.0,30,True,15.0,30,True
ts0-ts-food-service-stress-xfwkgh,ts-food-service,ground_truth.service,ts-food-service,False,True,2.0,30,True,2.0,30,True
ts3-ts-food-service-request-replace-method-p4xjxp,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,16.0,25,True,8.0,25,True
ts0-ts-travel2-service-response-replace-body-rmn797,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,29.0,29,True,29.0,29,True
ts3-ts-inside-payment-service-container-kill-rck2fz,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service-container,True,True,2.0,30,True,2.0,30,True
ts2-ts-basic-service-response-delay-8d8blx,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,30,True,1.0,30,True
ts3-ts-preserve-service-request-replace-method-d694h4,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts4-ts-travel-plan-service-response-replace-code-cts4xg,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,6.0,30,True,2.0,30,True
ts4-ts-seat-service-stress-sh4z62,ts-seat-service,ground_truth.service,ts-seat-service,False,True,9.0,30,True,27.0,30,True
ts5-ts-preserve-service-partition-kfrmzn,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,,24,False,,24,False
ts1-ts-route-plan-service-response-replace-code-94nrvc,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,28.0,30,True,28.0,30,True
ts0-ts-basic-service-response-replace-code-v9z47n,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,30,True,25.0,30,True
